poleid,created_at,created_by,pole_owner,pole_number,pole_type,extension_arm,polesiteid,loc_lat,loc_long,link,province,municipality,barangay,distance,position,remarks,photoWhole,photoTags,photoAttachments
105471,2026-06-01 13:43:30,mbetancor,Meralco,P6-5493,Concrete,Single Tubular,102573,14.6958837618765,121.012233977245,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Ugong,65,Left,TGP,https://polesites2.nexlogic.ph/media/photos/31b213a1fef74906ab72204ce869c091.png,https://polesites2.nexlogic.ph/media/photos/8aae5e713ce1493ab32b2e503673ad38.png,https://polesites2.nexlogic.ph/media/photos/5da3a6417a9141b2aa472541ee6e55eb.png
105472,2026-06-01 13:43:48,jesoliman,Meralco,TLN-076575,Concrete,Single Tubular,102574,14.7254321773842,120.997398991974,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Canumay East (Canumay),50,Right,37)ALONG P. JACINTO ST besidejosh Allen stor,https://polesites2.nexlogic.ph/media/photos/f09f91cd92b74d7aa67f102bc8d7e8dd.png,https://polesites2.nexlogic.ph/media/photos/1908709a9af0419982f177ab9ef09ccb.png,https://polesites2.nexlogic.ph/media/photos/4222eb95075e4a29a478ba2b43feab18.png
105474,2026-06-01 13:42:19,jjuanillas,Meralco,npt,Concrete,Double Tubular,102575,14.7052640176225,121.009961040702,Valenzuela Pole Survey,metro manila ,valenzuela city ,mapulang lupa ,49,Left,6118 house number,https://polesites2.nexlogic.ph/media/photos/eccf2c6886e14edfa617a451850e4da8.png,https://polesites2.nexlogic.ph/media/photos/0201cb94734c45c0b1b1cac97dbd7d19.png,https://polesites2.nexlogic.ph/media/photos/262ada2e90c24778b00bd7e15606acd6.png
105475,2026-06-01 13:45:59,ssotto,Meralco,NPY,Concrete,Double Tubular,102576,14.725439479962,120.997023852522,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,41,Right,"#38
baby's store",https://polesites2.nexlogic.ph/media/photos/cea72d4ecd1942e5bd298387400ac752.png,https://polesites2.nexlogic.ph/media/photos/99d7240fcb1545e19fd75dbe1716166a.png,https://polesites2.nexlogic.ph/media/photos/9656c5f7796d41f6803fcce5184d4ae1.png
105476,2026-06-01 13:45:51,Arcenasangelo,Meralco,R5-0897,Concrete,Double Tubular,102577,14.7050741475239,121.010291815742,Valenzuela Pole Survey,Manila,Valenzuela,mapulang lupa,42,Right,"daisy store
",https://polesites2.nexlogic.ph/media/photos/d326963812da442b9101813ea446006d.png,https://polesites2.nexlogic.ph/media/photos/c0cbe84b1d234198b776b4d99033e56f.png,https://polesites2.nexlogic.ph/media/photos/fe105fd41cf7423f95be856a8d6767e3.png
105477,2026-06-01 13:46:09,mbetancor,Meralco,NPT,Concrete,None,102578,14.6961105136158,121.012656062953,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Ugong,58,Left,Church,https://polesites2.nexlogic.ph/media/photos/2bb85a24dfe5478f935b445db3416676.png,https://polesites2.nexlogic.ph/media/photos/16bf4583ebb34204ba1e25e3045fe528.png,https://polesites2.nexlogic.ph/media/photos/fd83de26c7f94d31aca257578944ca0a.png
105478,2026-06-01 13:47:13,jesoliman,Meralco,r5-0087,Concrete,None,102579,14.7254842885824,120.996491495822,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Canumay East (Canumay),60,Left,39)ALONG P. JACINTO ST beside n#47 philgold,https://polesites2.nexlogic.ph/media/photos/0a6507910fe74dab9339c84cd3f3eb67.png,https://polesites2.nexlogic.ph/media/photos/a75f6c4c817944898f9790d98c03f004.png,https://polesites2.nexlogic.ph/media/photos/67504507eb1141af94e4c955a7b20a83.png
105479,2026-06-01 13:48:37,Joanadelacruz,icc,npt,Concrete,None,102580,14.7003548184271,121.011618755908,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,brgy ugong,67,Left,along que balag across house# rylen & hashi store,https://polesites2.nexlogic.ph/media/photos/67aaa77234304b89866f3567c37a1546.png,https://polesites2.nexlogic.ph/media/photos/30e68899defd40d49406ac00032d19a0.png,https://polesites2.nexlogic.ph/media/photos/54ff32e3043f40618be80817913ceb6a.png
105480,2026-06-01 13:50:00,ssotto,Meralco,NPT,Concrete,Double Tubular,102581,14.7255818515978,120.996154410209,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,40,Left,"#40
belamor store",https://polesites2.nexlogic.ph/media/photos/aaca63e3d3a9476bb2fc19692d1daeb6.png,https://polesites2.nexlogic.ph/media/photos/48f22d765555482f900e7e0d8c185b47.png,https://polesites2.nexlogic.ph/media/photos/e46ed51985cd4525913c1a9a2da52a8a.png
105481,2026-06-01 13:50:12,jesoliman,Meralco,npt,Concrete,Single Tubular,102582,14.7257243870193,120.996009855899,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Canumay East (Canumay),19,Right,41)ALONG P. JACINTO ST near bakery ,https://polesites2.nexlogic.ph/media/photos/758528a8215f4bfb9530c4a01fb3c71b.png,https://polesites2.nexlogic.ph/media/photos/no_pole_photo.png,https://polesites2.nexlogic.ph/media/photos/c162e164413e4efaa5b2de029b3bb82e.png
105482,2026-06-01 13:49:22,jjuanillas,Meralco,npt,Concrete,None,102583,14.7049190012353,121.010686505414,Valenzuela Pole Survey,metro manila ,valenzuela city ,mapulang lupa ,40,Right,carl eatery,https://polesites2.nexlogic.ph/media/photos/4a6a3735b45d4a17879b7dc86b693dfc.png,https://polesites2.nexlogic.ph/media/photos/70c7bc9cd75c499a881ecc48d0b4d794.png,https://polesites2.nexlogic.ph/media/photos/ea0a67ef53b0462f9f939768dca60429.png
105483,2026-06-01 13:52:14,ssotto,Meralco,NPY,Concrete,10-Pin Alley Arm,102584,14.7258110293244,120.995751837902,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,37,Right,"#42
barchilan mini store",https://polesites2.nexlogic.ph/media/photos/494305b966cc4aa18f8ac7de923b57f9.png,https://polesites2.nexlogic.ph/media/photos/48bebe6e7d6a43239ef5d946f2c915bc.png,https://polesites2.nexlogic.ph/media/photos/776fd849e77f4f018fef5e93cf5e5045.png
105484,2026-06-01 13:53:27,Joanadelacruz,icc,npt,Concrete,None,102585,14.6998674122572,121.011754859267,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,brgy ugong,56,Left,along caibalag st. front of vacant lot,https://polesites2.nexlogic.ph/media/photos/f0fa825f2a5f47f68016b7abba4bf47f.png,https://polesites2.nexlogic.ph/media/photos/5f957924cf3645469427bc0dcf06da28.png,https://polesites2.nexlogic.ph/media/photos/bd462e4e6edf4d3085c0e9a2434f0bd4.png
105486,2026-06-01 13:51:51,mbetancor,PLDT,NPT,Concrete,None,102587,14.6965075872925,121.012605967094,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Ugong,52,Right,Electric Tower,https://polesites2.nexlogic.ph/media/photos/916bea9c84d1443fa045c627843d90a5.png,https://polesites2.nexlogic.ph/media/photos/e73a235b357b441c946996a02b23f875.png,https://polesites2.nexlogic.ph/media/photos/f1049861de7349fa80f51703e364cc74.png
105487,2026-06-01 13:55:21,ssotto,Meralco,NPT,Concrete,Single Tubular,102588,14.7262073090748,120.994973784124,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,56,Right,"#44
STORE",https://polesites2.nexlogic.ph/media/photos/457e7177b3314939a1fcfc25f0cbbe96.png,https://polesites2.nexlogic.ph/media/photos/f8d13f3031bc40cb89de97794d8b36c7.png,https://polesites2.nexlogic.ph/media/photos/39bb1b76ae5e49cc8549f53fd0296c7a.png
105488,2026-06-01 13:56:47,jesoliman,Meralco,r5-0092,Concrete,Double Tubular,102589,14.7262926920834,120.994540410069,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Canumay East (Canumay),54,Left,45)ALONG P. JACINTO ST beside n# 20 stainless gate,https://polesites2.nexlogic.ph/media/photos/b31d4cc1584c4ce7851f8f2c54bf2fff.png,https://polesites2.nexlogic.ph/media/photos/30b48d4033c54421a5f65fe3c0a28f31.png,https://polesites2.nexlogic.ph/media/photos/33954615ece14c969beb896051312f01.png
105489,2026-06-01 13:57:25,Joanadelacruz,icc,npt,Concrete,None,102590,14.6994036860812,121.011818652103,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,ugong,43,Left,along caibalag st.beside helen store,https://polesites2.nexlogic.ph/media/photos/5ac049fa2b4e48498d3885665b12d3ab.png,https://polesites2.nexlogic.ph/media/photos/02d52b50072a4bbcb86deb4a85da76b0.png,https://polesites2.nexlogic.ph/media/photos/c10eaee49cff49ef8a1cbc2509d91779.png
105491,2026-06-01 13:58:35,ssotto,Meralco,s5-518,Concrete,Single Tubular,102592,14.7263625742701,120.994221937084,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,38,Right,"#46
angie's store",https://polesites2.nexlogic.ph/media/photos/5ba9dbe5d9da479ca6759dad96656115.png,https://polesites2.nexlogic.ph/media/photos/72ac07291ad84ee296c7a7b2a3e27d4e.png,https://polesites2.nexlogic.ph/media/photos/e435ac4e526b45aeb46cbeddcdd5d87e.png
105492,2026-06-01 13:56:57,mbetancor,Digitel,ICC95-8316,Concrete,26 Arm,102593,14.6969294302421,121.012356475956,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Ugong,53,Right,Kalbo Store,https://polesites2.nexlogic.ph/media/photos/ee21834f028f464aa182973b3724e6b5.png,https://polesites2.nexlogic.ph/media/photos/87ce91c2355b4c598f8ebacb4752409a.png,https://polesites2.nexlogic.ph/media/photos/33b0eb5a7b4942f887fb6cba38c58f51.png
105496,2026-06-01 13:58:34,jjuanillas,Meralco,tln-162335,Concrete,None,102594,14.704317250197,121.010748164257,Valenzuela Pole Survey,metro manila ,valenzuela city ,feliciano mapulang lupa ,67,Right,laundry services ,https://polesites2.nexlogic.ph/media/photos/09d3754f4a314bda8ca1dec1d4d999c5.png,https://polesites2.nexlogic.ph/media/photos/87fbf0df52304f939f2645b98b61c405.png,https://polesites2.nexlogic.ph/media/photos/6801c8ed15bd4b9e8fd42b50cb919d43.png
105498,2026-06-01 14:00:29,mbetancor,PLDT,NPT,Concrete,44 Arm,102596,14.6975289619031,121.012179779999,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Ugong,67,Left,Marlon Store,https://polesites2.nexlogic.ph/media/photos/9436e74433514b8b990ccf2237dbadac.png,https://polesites2.nexlogic.ph/media/photos/d4ef9878342543f581109fca162c295f.png,https://polesites2.nexlogic.ph/media/photos/3d26c368b7ed4396936ef14853765ceb.png
105499,2026-06-01 14:01:12,jesoliman,Meralco,tln-440396,Concrete,Single Tubular,102597,14.7264654233088,120.993963866081,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Canumay East (Canumay),26,Left,47)ALONG P. JACINTO STcorner bonifacio,https://polesites2.nexlogic.ph/media/photos/6ed180d3ae8748e8a43d07648e7a4005.png,https://polesites2.nexlogic.ph/media/photos/73afb55be40f4fbe9c61a0a5d6496db6.png,https://polesites2.nexlogic.ph/media/photos/a9a5a7a12b324f5fbd5669ec1e829f0c.png
105500,2026-06-01 14:01:54,ssotto,Meralco,NPT,Concrete,Single Tubular,102598,14.7267095157071,120.993538948281,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,53,Right,"#48
res#5",https://polesites2.nexlogic.ph/media/photos/d9fab4864ecc470eae08f74d51c8b4aa.png,https://polesites2.nexlogic.ph/media/photos/a1ce6217b1c347408843347ac552b1c5.png,https://polesites2.nexlogic.ph/media/photos/54a53a3e1abc4ceba00a64fa3e2476ed.png
105501,2026-06-01 14:03:13,mbetancor,PLDT,NPT,Concrete,None,102599,14.6978257767645,121.012092230467,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Ugong,41,Left,Daisy Store,https://polesites2.nexlogic.ph/media/photos/e24f3cd1c3d04318977d6fb39242802d.png,https://polesites2.nexlogic.ph/media/photos/272bad036f144d65bacd591fac9e235d.png,https://polesites2.nexlogic.ph/media/photos/af5120ad26414cd6b7dbddcf6506ae6d.png
105502,2026-06-01 14:04:10,jesoliman,Meralco,r5-0095,Concrete,Double Tubular,102600,14.7268472333268,120.993266412687,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Canumay East (Canumay),37,Right,49)along malinis st beside sarisari store,https://polesites2.nexlogic.ph/media/photos/055633688f29445ca07f62950e6edc57.png,https://polesites2.nexlogic.ph/media/photos/7f8409ac4aec4a87a2a5a6b2adae2eab.png,https://polesites2.nexlogic.ph/media/photos/f11a79edba0b4e4786d40af7b88424a3.png
105503,2026-06-01 14:03:28,jjuanillas,Meralco,npt,Concrete,None,102601,14.7038551068325,121.010850284124,Valenzuela Pole Survey,metro manila ,valenzuela city ,mapulang lupa,53,Right,ngcp tower,https://polesites2.nexlogic.ph/media/photos/ec3a68fb4e8b4e33b850b84b2d4c9ce2.png,https://polesites2.nexlogic.ph/media/photos/b523f9bc273a42ec89fadabfa9a19b77.png,https://polesites2.nexlogic.ph/media/photos/38cfdf6f86dc49829d12b8528bc95829.png
105504,2026-06-01 14:05:47,Joanadelacruz,icc,npt,Concrete,None,102602,14.6988949010536,121.011946498559,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,ugong,65,Left,along caibalag st.corner dalucio compond,https://polesites2.nexlogic.ph/media/photos/bc6d73bfa2864950824ae0098d0f15fd.png,https://polesites2.nexlogic.ph/media/photos/dde9e725d53b41bf94c68813528ba595.png,https://polesites2.nexlogic.ph/media/photos/58c59704602a4e87b01f66d1b5c141d3.png
105505,2026-06-01 14:05:39,mbetancor,PLDT,NPT,Concrete,None,102603,14.6981657795018,121.012124818889,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Ugong,36,Right,Store,https://polesites2.nexlogic.ph/media/photos/8931ec77c4c24fcf9865ab174cc4b93f.png,https://polesites2.nexlogic.ph/media/photos/ec14aa0caf6e4716824d2eb2227266a4.png,https://polesites2.nexlogic.ph/media/photos/c256cb824bf34b4b84b741cb271e4ac2.png
105506,2026-06-01 14:06:45,ssotto,Meralco,NPT,Concrete,Double Tubular,102604,14.7270276664119,120.992938830664,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,45,Left,"#50
LIDO barber shop",https://polesites2.nexlogic.ph/media/photos/49821ffd2b7a4f4fa5153d5feaf0739c.png,https://polesites2.nexlogic.ph/media/photos/a0c062a21aa64349b138a2bf4abe86b1.png,https://polesites2.nexlogic.ph/media/photos/5a0213e713b54bbeb29f58f82eb53e93.png
105507,2026-06-01 14:07:45,jesoliman,Meralco,771699c,Concrete,Double Tubular,102605,14.7273370684939,120.992806107766,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,43,Left,51).ALONG MALINIS ST BESIDE BRIDGE ,https://polesites2.nexlogic.ph/media/photos/926d4c848b4a4531bed344801f494ce0.png,https://polesites2.nexlogic.ph/media/photos/fee5837afde0413d95e8ed07912b7eeb.png,https://polesites2.nexlogic.ph/media/photos/0672879fc04341059cbcb0cd4ba7617d.png
105508,2026-06-01 14:07:49,mbetancor,PLDT,NPT,Concrete,None,102606,14.6985220189813,121.012007356386,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Ugong,41,Left,junkshop,https://polesites2.nexlogic.ph/media/photos/74a2bfb93cb34fac847c0b5fe2043d49.png,https://polesites2.nexlogic.ph/media/photos/8540e5027017443092be481ebfbf8454.png,https://polesites2.nexlogic.ph/media/photos/168814f311da431d8fbdcb618612a699.png
105509,2026-06-01 14:09:38,ssotto,Meralco,s5-0678,Concrete,Single Tubular,102607,14.7275929213971,120.992859244319,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,27,Right,"#52
copta moduling corp.",https://polesites2.nexlogic.ph/media/photos/5e87e5395ec74cb4a5f0dbb3e94e2adb.png,https://polesites2.nexlogic.ph/media/photos/7ee6b74063214c0ea23e4e9b4b4df287.png,https://polesites2.nexlogic.ph/media/photos/8fed9b92681b40f6ac0cf73dc8169168.png
105510,2026-06-01 14:12:12,jesoliman,Meralco,s5-1210,Concrete,None,102608,14.7279475,120.9929057,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,45,Right,53)ALONG MALINIS ST.front of DSV ,https://polesites2.nexlogic.ph/media/photos/832b06eaf9834f6a9cef98748ba7155a.png,https://polesites2.nexlogic.ph/media/photos/01c376bbedeb490586ced4a649406c9d.png,https://polesites2.nexlogic.ph/media/photos/87b43530746d49f5ad45f0181c5323f3.png
105511,2026-06-01 14:11:07,jjuanillas,Meralco,6-5193,Concrete,None,102609,14.7032237912443,121.010995749981,Valenzuela Pole Survey,metro manila ,valenzuela city ,ugong,67,Right,brgy ugong arko,https://polesites2.nexlogic.ph/media/photos/05bd0a23b5034579b4250dafbb8783d7.png,https://polesites2.nexlogic.ph/media/photos/2d579c406d3f4ecbbdb87335e2a3c22d.png,https://polesites2.nexlogic.ph/media/photos/8c2c314b2c3f41ecb6db46a7e6aec229.png
105512,2026-06-01 14:13:29,ssotto,Meralco,s5-0011,Concrete,Single Tubular,102610,14.7282174751733,120.992978772073,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,23,Right,"#54
DSV",https://polesites2.nexlogic.ph/media/photos/01f284c47c8f4942a559006f8a95baba.png,https://polesites2.nexlogic.ph/media/photos/3c744b6462c54315bf0e317751f7f3be.png,https://polesites2.nexlogic.ph/media/photos/79d3ebc1d1534963a81d147b6f74025b.png
105513,2026-06-01 14:14:56,jesoliman,Meralco,s5-0012,Concrete,Single Tubular,102611,14.7289033,120.9930233,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,68,Right,55)ALONG MALINIS ST.,https://polesites2.nexlogic.ph/media/photos/78690af110ef4d009460915c253f7722.png,https://polesites2.nexlogic.ph/media/photos/c486d77087854e54a0e677a4972215c2.png,https://polesites2.nexlogic.ph/media/photos/42ac2f6074a94031998559f58ee8fef3.png
105514,2026-06-01 14:16:58,ssotto,Meralco,NPT,Concrete,Single Tubular,102612,14.7292778304056,120.993103848499,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,58,Right,"#56
TGP",https://polesites2.nexlogic.ph/media/photos/a5e8453cd19848b7953c29b4fb2862ad.png,https://polesites2.nexlogic.ph/media/photos/4ca6b465e99e45208e2926c2c406d4d6.png,https://polesites2.nexlogic.ph/media/photos/4961db02009d413e93b2f9fd210dce1c.png
105515,2026-06-01 14:16:57,Joanadelacruz,Meralco,q5 5186,Concrete,Single Tubular,102613,14.7012014960553,121.011419262793,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,ugong,52,Left,along feliciano st across malyn store,https://polesites2.nexlogic.ph/media/photos/000c91a0b5e74bdead3c3512fc0afb1e.png,https://polesites2.nexlogic.ph/media/photos/87d3d2f58f0743f7a63d5a5091e3061c.png,https://polesites2.nexlogic.ph/media/photos/4d11194150574dcfab576f069a706a1b.png
105516,2026-06-01 14:16:53,jjuanillas,Meralco,Q6-5191,Concrete,Single Tubular,102614,14.7025986927852,121.011133183074,Valenzuela Pole Survey,metro manila ,valenzuela city ,ugong ,72,Right,cebuana bakery,https://polesites2.nexlogic.ph/media/photos/161d4a855b9f42a196e3c67fbecc3538.png,https://polesites2.nexlogic.ph/media/photos/543a68100cd24b73ac0820f457fb1f82.png,https://polesites2.nexlogic.ph/media/photos/c81aaa9ac1bc4b2e937e03cd30d9f4c6.png
105517,2026-06-01 14:18:22,mbetancor,Meralco,Q6-5188,Concrete,Single Tubular,102615,14.7017390887718,121.011294763174,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Ugong,59,Left,Irene store,https://polesites2.nexlogic.ph/media/photos/6515f12521be4f93830fdcfb0c7dcf4e.png,https://polesites2.nexlogic.ph/media/photos/d92b6f5dd962464786e216458017f671.png,https://polesites2.nexlogic.ph/media/photos/f5699c2bc3114bb9910685b5fc3dae24.png
105519,2026-06-01 14:18:49,jesoliman,Meralco,npt,Concrete,Single Tubular,102617,14.7298668852216,120.993121770917,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,62,Right,57)ALONG MALINIS ST. beside talipapa sa centro,https://polesites2.nexlogic.ph/media/photos/6ea399730bf34995a015442ea371f6ed.png,https://polesites2.nexlogic.ph/media/photos/no_pole_photo.png,https://polesites2.nexlogic.ph/media/photos/4e4cbc28988e419a8e84904c533ef603.png
105520,2026-06-01 14:20:45,Joanadelacruz,Meralco,npt,Concrete,Single Tubular,102618,14.7022647274076,121.011217975491,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,ugong,69,Left,along fellciano st. across cyrus store,https://polesites2.nexlogic.ph/media/photos/8b8b9047fa544e53bbf7cb5f9ebf14ef.png,https://polesites2.nexlogic.ph/media/photos/162ab444065b44be89ec3808a3e0a1e2.png,https://polesites2.nexlogic.ph/media/photos/b59e75166e8e485593582ee624f59ac3.png
105521,2026-06-01 14:20:40,ssotto,Meralco,NPT,Concrete,Double Tubular,102619,14.7302584143698,120.993174753661,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,47,Right,"#58
brngy. hall
lawang bato",https://polesites2.nexlogic.ph/media/photos/1bf45d8189bd4fbca41a7aa6a07592f2.png,https://polesites2.nexlogic.ph/media/photos/d906341747db4d11a2f22f31a42d4716.png,https://polesites2.nexlogic.ph/media/photos/b6f112af6c9b4e52b7e25e4a14dd9b29.png
105523,2026-06-01 14:22:33,jesoliman,Meralco,s5-0017,Concrete,None,102621,14.7285180563307,120.993030447221,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,36,Right,59)ALONG CENTRO ST.FRONT OF MERLYS BEAUTY SALON ,https://polesites2.nexlogic.ph/media/photos/eb2b3be6a2244dfaa5a4eecd99ed1a8f.png,https://polesites2.nexlogic.ph/media/photos/387252c6a6a644359c1c044d089b8430.png,https://polesites2.nexlogic.ph/media/photos/8c05a541ff0d4b19af613dd624bedf09.png
105524,2026-06-01 14:24:29,ssotto,Meralco,s5-0018,Concrete,Single Tubular,102622,14.730772882199,120.992657128417,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,51,Left,"#60
auto parts suply",https://polesites2.nexlogic.ph/media/photos/b4c275ddfb88440fb35348baabd7d8d5.png,https://polesites2.nexlogic.ph/media/photos/b2de080931074a5481c09ac6baa09484.png,https://polesites2.nexlogic.ph/media/photos/f528a656cb60423a8697141964247bc7.png
105525,2026-06-01 14:27:02,ssotto,Meralco,NPT,Concrete,Single Tubular,102623,14.7312662158679,120.992129563557,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,36,Left,"#62
fiber works",https://polesites2.nexlogic.ph/media/photos/30593f7c8388400485b331d927f3a2ad.png,https://polesites2.nexlogic.ph/media/photos/cdfa6ce711964f37b82bd216526ad50b.png,https://polesites2.nexlogic.ph/media/photos/702b89e25be640efb080d25d1f87c0c7.png
105528,2026-06-01 14:27:07,jesoliman,Meralco,s4-28,Concrete,None,102626,14.7310047769544,120.992290942297,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,49,Left,61)ALONG CENTRO ST.,https://polesites2.nexlogic.ph/media/photos/a011d69b8b174a7f81070a01d079a694.png,https://polesites2.nexlogic.ph/media/photos/52aef4e5552d4be49d4557d60dae8171.png,https://polesites2.nexlogic.ph/media/photos/ee05a95e99fb46f5b08b3deba453821e.png
105529,2026-06-01 14:30:24,ssotto,Meralco,NPT,Concrete,Single Tubular,102627,14.7317186,120.9920195,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,53,Left,"#63
store",https://polesites2.nexlogic.ph/media/photos/2d25b7d705ac45bcafa9050a4fff0d28.png,https://polesites2.nexlogic.ph/media/photos/e2e08491a65b433e8ad61f6f0de85c7c.png,https://polesites2.nexlogic.ph/media/photos/f3f0cd3f457a45dc86dfc4fc7506fe06.png
105533,2026-06-01 14:31:11,jesoliman,Meralco,s4-0031,Concrete,None,102631,14.7321487091725,120.991712586253,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,62,Left,64)ALONG CENTRO ST.near lawang bato school,https://polesites2.nexlogic.ph/media/photos/35b9bc66ff4c4c5dadbec638e6393c9f.png,https://polesites2.nexlogic.ph/media/photos/4743108fa5954063a01ad9d223dabe09.png,https://polesites2.nexlogic.ph/media/photos/c1dfefb9335147d19dab05afb558e913.png
105534,2026-06-01 14:34:20,ssotto,Meralco,s4-0032,Concrete,None,102632,14.7326100246136,120.991717662079,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Lawang Bato,56,Right,"#65
lawang bato
elem. school",https://polesites2.nexlogic.ph/media/photos/8c289666b6eb4c8abb77d8e851537203.png,https://polesites2.nexlogic.ph/media/photos/27e63804a9704b35b6bf84c0beaa5a10.png,https://polesites2.nexlogic.ph/media/photos/daa5e3e6eba0484dbc7435cd0774dbc9.png
105541,2026-06-01 13:52:43,jesoliman,Meralco,r5-90,Concrete,44 Arm,102639,14.7259530220827,120.995426042307,Valenzuela Pole Survey,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,Canumay East (Canumay),38,Right,43)ALONG P. JACINTO ST front of Sally store ,https://polesites2.nexlogic.ph/media/photos/6a5f275b4bff4cb69f8e67aef11f0f44.png,https://polesites2.nexlogic.ph/media/photos/c8f67844a2f84d8ca7b244e6deb7a6c1.png,https://polesites2.nexlogic.ph/media/photos/735841aa5fbd4cfaa74139d8f3e6b0b1.png
